index,code,gender
1125,69521,F
1126,69521,F
1127,69521,F
1128,69521,F
1129,69521,F
1130,69521,F
1131,69521,F
1132,69380,F
1133,69380,F
1134,69380,F
1135,69380,F
1136,69380,F
1137,69380,F
1138,69380,F
1139,69380,F
1140,66881,F
1141,66881,F
1142,66881,F
1143,69353,F
1144,69351,F
1145,69252,F
1146,69237,F
1147,69237,F
1148,69259002,F
1149,69254,F
1150,69254,F
1151,69357,F
1152,69356,F
1153,69356,F
1154,69360,F
1155,68852,F
1156,69989,F
1157,69988,F
1158,69985,F
1159,69983,F
1160,69826,F
1161,67618,F
1162,67618,F
1163,69478,F
1164,69478,F
1165,69478,F
1166,69980,F
1167,69980,F
1168,69980,F
1169,67617,F
1170,67617,F
1171,67617,F
1172,68851,F
1173,68851,F
1174,68851,F
1175,69825,F
1176,70598,F
1177,70598,F
1178,69824,F
1179,69824,F
1180,69824,F
1181,69477,F
1182,69477,F
1183,69477,F
1184,69477,F
1185,69656,F
1186,69656,F
1187,69654,F
1188,69654,F
1189,69654,F
1190,69652,F
1191,69652,F
1192,69651,F
1193,69651,F
1194,69773,F
1195,69773,F
1196,69773,F
1197,69773,F
1198,69773,F
1199,67515,F
1200,67515,F
1201,67514,F
1202,67514,F
1203,67513,F
1204,67511,F
1205,67511,F
1206,67511,F
1207,67511,F
1208,69648,F
1209,69648,F
1210,69648,F
1211,69750,F
1212,69750,F
1213,69750,F
1214,69646,F
1215,69646,F
1216,69646,F
1217,69645,F
1218,69645,F
1219,69645,F
1220,69645,F
1221,69644,F
1222,69644,F
1223,69644,F
1224,69641,F
1225,69641,F
1226,69641,F
1227,69642,F
1228,69786,F
1229,69786,F
1230,69786,F
1231,69786,F
1232,69786,F
1233,69786,F
1234,69786,F
1235,69786,F
1236,69786,F
1237,69786,F
1238,69786,F
1239,69786,F
1240,70394,F
1241,70394,F
1242,70394,F
1243,70394,F
1244,68998,F
1245,68998,F
1246,68998,F
1247,70154,F
1248,70154,F
1249,70154,F
1250,70154,F
1251,68995,F
1252,68995,F
1253,68995,F
1254,68995,F
1255,68997,F
1256,68997,F
1257,68997,F
1258,68997,F
1259,68997,F
1260,68997,F
1261,68996,F
1262,68996,F
1263,68996,F
1264,68996,F
1265,69001,F
1266,69001,F
1267,69001,F
1268,69001,F
1269,69001,F
1270,69001,F
1271,69001,F
1272,69001,F
1273,69001,F
1274,69001,F
1275,69001,F
1276,69001,F
1277,69001,F
1278,69001,F
1279,69001,F
1280,69001,F
1281,69001,F
1282,69001,F
1283,69002,F
1284,69002,F
1285,69002,F
1286,69002,F
1287,69002,F
1288,69002,F
1289,69002,F
1290,69002,F
1291,69002,F
1292,69002,F
1293,69005,F
1294,69005,F
1295,69005,F
1296,69005,F
1297,69005,F
1298,69005,F
1299,69005,F
1300,69005,F
1301,69005,F
1302,69005,F
1303,70078,F
1304,70078,F
1305,70078,F
1306,70078,F
1307,69391,F
1308,69391,F
1309,69391,F
1310,69391,F
1311,69391,F
1312,69004,F
1313,69004,F
1314,69004,F
1315,69004,F
1316,69004,F
1317,69004,F
1318,69004,F
1319,69004,F
1320,69939,F
1321,69962,F
1322,69962,F
1323,69962,F
1324,69938,F
1325,69938,F
1326,69938,F
1327,69963,F
1328,69942,F
1329,69942,F
1330,69942,F
1331,69945,F
1332,69945,F
1333,69945,F
1334,69947,F
1335,69947,F
1336,69946,F
1337,69946,F
1338,69946,F
1339,69935,F
1340,69935,F
1341,69935,F
1342,69015,F
1343,69015,F
1344,69015,F
1345,69015,F
1346,69012,F
1347,69012,F
1348,69012,F
1349,69012,F
1350,69013,F
1351,69010,F
1352,69010,F
1353,69010,F
1354,69010,F
1355,69186,F
1356,69186,F
1357,69186,F
1358,69186,F
1359,69186,F
1360,69187,F
1361,69187,F
1362,69187,F
1363,69187,F
1364,69188,F
1365,69933,F
1366,69932,F
1367,69932,F
1368,69932,F
1369,69932,F
1370,69009,F
1371,69009,F
1372,69009,F
1373,69009,F
1374,69009,F
1375,69009,F
1376,69009,F
1377,69009,F
1378,69008,F
1379,69008,F
1380,69008,F
1381,69008,F
1382,69008,F
1383,69008,F
1384,69006,F
1385,69006,F
1386,69006,F
1387,69006,F
1388,69006,F
1389,69006,F
1390,69006,F
1391,69006,F
1392,69631,F
1393,69631,F
1394,69631,F
1395,69532,F
1396,69532,F
1397,69532,F
1398,69532,F
1399,69532,F
1400,69532,F
1401,69532,F
1402,69532,F
1403,69532,F
1404,69212,F
1405,69212,F
1406,69212,F
1407,69212,F
1408,69212,F
1409,69212,F
1410,69212,F
1411,69212,F
1412,69212,F
1413,69085,F
1414,69085,F
1415,69085,F
1416,69085,F
1417,69085,F
1418,69085,F
1419,69085,F
1420,69085,F
1421,69085,F
1422,69085,F
1423,69085,F
1424,69085,F
1425,69085,F
1426,69085,F
1427,69085,F
1428,69085,F
1429,69085,F
1430,69085,F
1431,69213,F
1432,69213,F
1433,69213,F
1434,69213,F
1435,69213,F
1436,69213,F
1437,69215,F
1438,69215,F
1439,69215,F
1440,69215,F
1441,69215,F
1442,69215,F
1443,69215,F
1444,69215,F
1445,69215,F
1446,69630,F
1447,69630,F
1448,69630,F
1449,69629,F
1450,69629,F
1451,69629,F
1452,69629,F
1453,69390,F
1454,69390,F
1455,69390,F
1456,69390,F
1457,69397,F
1458,69397,F
1459,69397,F
1460,69397,F
1461,69397,F
1462,69397,F
1463,70425,F
1464,70425,F
1465,70425,F
1466,69665,F
1467,69665,F
1468,69665,F
1469,69665,F
1470,69666,F
1471,70388,F
1472,70388,F
1473,70388,F
1474,69185,F
1475,69185,F
1476,69185,F
1477,69185,F
1478,69159,F
1479,69159,F
1480,68957,F
1481,68957,F
1482,68957,F
1483,68957,F
1484,68957,F
1485,69184,F
1486,69184,F
1487,69184,F
1488,69184,F
1489,69184,F
1490,69184,F
1491,69184,F
1492,70308,F
1493,69697,F
1494,69697,F
1495,70434,F
1496,70434,F
1497,70396,F
1498,70396,F
1499,70395,F
1500,70395,F
1501,70395,F
1502,68674,F
1503,70439001,F
1504,70439001,F
1505,70311,F
1506,70311,F
1507,70311,F
1508,70309,F
1509,70309,F
1510,70309,F
1511,70207,F
1512,70207,F
1513,69805,F
1514,69805,F
1515,69805,F
1516,70051,F
1517,70051,F
1518,70046,F
1519,70046,F
1520,70046,F
1521,70044,F
1522,70044,F
1523,70044,F
1524,70045,F
1525,70045,F
1526,70045,F
1527,70048,F
1528,70048,F
1529,70048,F
1530,70050,F
1531,70047,F
1532,70047,F
1533,70047,F
1534,70043,F
1535,70043,F
1536,70043,F
1537,70049,F
1538,70049,F
1539,70049,F
1540,70049,F
1541,70492,F
1542,70492,F
1543,70492,F
1544,70532,F
1545,70532,F
1546,70532,F
1547,70532,F
1548,70389,F
1549,70389,F
1550,70389,F
1551,70387,F
1552,70387,F
1553,70387,F
1554,70386,F
1555,70344,F
1556,70344,F
1557,70344,F
1558,70213,F
1559,70213,F
1560,70213,F
1561,70349,F
1562,70349,F
1563,70349,F
1564,70349,F
1565,70349,F
1566,70349,F
1567,70349,F
1568,70349,F
1569,69327,F
1570,69817,M
1571,69817,M
1572,69813,M
1573,69355,M
1574,69355,M
1575,69355,M
1576,69220,M
1577,69220,M
1578,69352,M
1579,69352,M
1580,69217,F
1581,69217,F
1582,66600,F
1583,66600,F
1584,66600,F
1585,66600,F
1586,70014,F
1587,70014,F
1588,69471,F
1589,69471,F
1590,70188,F
1591,70188,F
1592,70188,F
1593,70188,F
1594,70290,F
1595,70290,F
1596,70016,F
1597,70016,F
1598,70015,F
1599,70015,F
1600,66232,F
1601,66232,F
1602,66232,F
1603,66232,F
1604,69466,F
1605,69466,F
1606,69466,F
1607,69801,F
1608,70520,F
1609,70520,F
1610,69465,F
1611,69465,F
1612,69465,F
1613,69454,F
1614,69454,F
1615,69454,F
1616,69209,F
1617,69209,F
1618,69511,M
1619,69511,M
1620,69920,M
1621,69920,M
1622,69920,M
1623,69920,M
1624,69802,M
1625,69802,M
1626,69802,M
1627,69428,M
1628,69428,M
1629,69135,M
1630,69135,M
1631,69135,M
1632,69134,M
1633,69134,M
1634,69134,M
1635,70245,M
1636,69917,M
1637,69917,M
1638,69917,M
1639,69156,M
1640,69156,M
1641,69156,M
1642,69156,M
1643,69919,M
1644,69919,M
1645,69919,M
1646,69919,M
1647,69919,M
1648,69919,M
1649,69918,M
1650,69918,M
1651,69918,M
1652,69128,M
1653,69133,M
1654,69133,M
1655,70149,M
1656,70223,F
1657,70223,F
1658,70223,F
1659,69898,F
1660,69898,F
1661,69898,F
1662,67447,F
1663,67447,F
1664,67446,F
1665,67446,F
1666,67446,F
1667,67445,F
1668,67445,F
1669,67445,F
1670,69759,F
1671,69751,F
1672,69751,F
1673,69804,M
1674,69804,M
1675,69812,M
1676,69626,M
1677,69175,M
1678,70326,M
1679,70220002,M
1680,69423,F
1681,69388,F
1682,70467,F
1683,69252,F
1684,67561,F
1685,69188,F
1686,69213,F
1687,69213,F
1688,70326,M
1689,69370,F
1690,69590,M
1691,69221,M
1692,70463,F
1693,70113,F
1694,70438,F
1695,70488,F
1696,69933,F
1697,69133,M
1698,69340,M
1699,70301,M
1700,69716,F
1701,65131,F
1702,69665,F
1703,69454,F
1704,69358,F
1705,69566,F
1706,69326,F
1707,70465,F
1708,69011,F
1709,70260,F
1710,69188,F
1711,69188,F
1712,69123,M
1713,69123,M
1714,69123,M
1715,69184,F
1716,69123,M
1717,69123,M
1718,69123,M
1719,68863,M
1720,69108,M
1721,70296,M
1722,70019,M
1723,69380,F
1724,69187,F
1725,69213,F
1726,69465,F
1727,70423001,M
1728,69596,M
1729,69596,M
1730,69596,M
1731,69596,M
1732,69226,F
1733,69374,F
1734,69771,F
1735,69326,F
1736,69326,F
1737,69326,F
1738,68957,F
1739,70239,F
1740,69666,F
1741,69666,F
1742,70694001,M
1743,55037,M
1744,69907,M
1745,70294,M
1746,69370,F
1747,69367,F
1748,69367,F
1749,69375,F
1750,69375,F
1751,69630,F
1752,69213,F
1753,69002,F
1754,69002,F
1755,69667,F
1756,70724,F
1757,69375,F
1758,70448,F
1759,69213,F
1760,67222,F
1761,67222,F
1762,70467,F
1763,70390,F
1764,70386,F
1765,68994,F
1766,66599,F
1767,69407,M
1768,69407,M
1769,69407,M
1770,69108,M
1771,70458,F
1772,69600002,M
1773,69316001,M
1774,69108,M
1775,68994,F
1776,70655,F
1777,70655,F
1778,68993,F
1779,70931,M
1780,70929,M
1781,68865,M
1782,70304,M
1783,70304,M
1784,70304,M
1785,70995,M
1786,70994,M
1787,69599002,M
1788,69089,M
1789,71265,F
1790,71264,F
1791,71263,F
1792,71263,F
1793,71263,F
1794,71263,F
1795,71263,F
1796,69786,F
1797,69087,M
1798,69597,M
1799,69316001,M
1800,69316002,M
1801,68993,F
1802,69383,M
1803,69592,M
1804,70324,M
1805,70324,M
1806,70089,M
1807,69600004,M
1808,69600004,M
1809,70423004,M
1810,69607001,M
1811,69128,M
1812,71272,F
1813,70721,F
1814,70721,F
1815,70721,F
1816,70721,F
1817,70719,F
1818,70719,F
1819,70719,F
1820,70985,M
1821,70985,M
1822,70988,M
1823,70774,M
1824,70773,M
1825,70772,M
1826,70771,M
1827,70750,M
1828,70818,M
1829,70818,M
1830,70818,M
1831,70817,M
1832,70817,M
1833,70817,M
1834,70817,M
1835,70969,M
1836,70969,M
1837,70969,M
1838,70969,M
1839,70969,M
1840,70969,M
1841,70745004,M
1842,70745003,M
1843,70745002,M
1844,70745001,M
1845,70744003,M
1846,70744003,M
1847,70744002,M
1848,70744002,M
1849,70744001,M
1850,70744001,M
1851,70465,F
1852,69156,M
1853,69156,M
1854,70971,F
1855,70971,F
1856,70971,F
1857,70986,M
1858,70712,M
1859,70712,M
